Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
2.0140,3,8.2338,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0480,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0480,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.0480,3,8.2337,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0800,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0800,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.0800,3,8.2336,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1120,3,8.2334,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1460,3,8.2333,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1800,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1800,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1800,3,8.2332,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2120,3,8.2331,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2460,3,8.2329,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2780,3,8.2328,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3140,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.3140,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3140,3,8.2327,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.3460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3460,3,8.2326,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.3780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3780,3,8.2324,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4120,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4120,3,8.2323,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4460,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4460,3,8.2322,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4780,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4780,3,8.2321,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5120,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
