Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
2.0660,3,8.2336,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1000,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1000,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1000,3,8.2335,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1340,3,8.2334,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.1660,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.1660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.1660,3,8.2332,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2020,3,8.2331,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2340,3,8.2330,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.2680,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.2680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.2680,3,8.2329,2.1563,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
